PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat
MALE20,1,cmp_freq,train,right,1,40,-,-,-,1.2301030999806244
MALE20,1,cmp_freq,train,right,1,40,-,-,-,0.9476760000106879
MALE20,1,cmp_freq,train,left,1,40,-,-,-,0.8062805999943521
MALE20,1,cmp_freq,train,left,1,40,-,-,-,0.6144742999749724
MALE20,1,cmp_freq,train,right,1,40,-,-,-,0.9705990999937057
MALE20,1,cmp_freq,train,left,1,40,-,-,-,0.8060716000036336
MALE20,2,cmp_freq,train,left,1,20,-,-,-,0.9721305000130087
MALE20,2,cmp_freq,train,left,1,20,-,-,-,1.2167436000017915
MALE20,3,cmp_freq,train,left,1,10,-,-,-,1.0983466999896336
MALE20,3,cmp_freq,train,right,1,10,-,-,-,1.6797226000053342
MALE20,3,cmp_freq,exp,right,1,200,0,0,0,1.3807489000028
MALE20,4,cmp_freq,exp,right,1,200,0,0,-,0.9700332000211347
MALE20,5,cmp_freq,exp,left,1,200,0,1,-,1.5906096000107937
MALE20,6,cmp_freq,exp,left,1,195,0,1,-,2.035343900002772
MALE20,7,cmp_freq,exp,left,1,195,0,1,-,1.6421267999976408
MALE20,8,cmp_freq,exp,right,1,195,0,1,-,0.8831825999950524
MALE20,9,cmp_freq,exp,left,1,190,0,1,-,1.5403306999942288
MALE20,10,cmp_freq,exp,right,1,190,0,1,-,1.034393900015857
MALE20,11,cmp_freq,exp,right,1,190,0,1,-,0.870230399974389
MALE20,12,cmp_freq,exp,left,1,185,0,1,-,0.8631853999977466
MALE20,13,cmp_freq,exp,left,1,185,0,1,-,0.9547314000083134
MALE20,14,cmp_freq,exp,left,1,185,0,1,-,0.8759259000071324
MALE20,15,cmp_freq,exp,right,1,180,0,1,-,1.5696442000044044
MALE20,16,cmp_freq,exp,left,1,180,0,1,-,1.3503633000073023
MALE20,17,cmp_freq,exp,right,1,180,0,1,-,1.6294137999939267
MALE20,18,cmp_freq,exp,left,1,175,0,1,-,1.5272125999908894
MALE20,19,cmp_freq,exp,right,1,175,0,1,-,1.084227200015448
MALE20,20,cmp_freq,exp,left,1,175,0,1,-,1.6507987000222784
MALE20,21,cmp_freq,exp,left,1,170,0,1,-,0.9765438000031281
MALE20,22,cmp_freq,exp,right,1,170,0,1,-,1.0854298999765888
MALE20,23,cmp_freq,exp,left,1,170,0,1,-,1.8830973999865819
MALE20,24,cmp_freq,exp,left,1,165,0,1,-,1.0961722999927588
MALE20,25,cmp_freq,exp,left,1,165,0,1,-,1.268665300012799
MALE20,26,cmp_freq,exp,right,1,165,0,1,-,1.244009099988034
MALE20,27,cmp_freq,exp,left,1,160,0,1,-,1.1873807999945711
MALE20,28,cmp_freq,exp,left,1,160,0,1,-,0.8196203999978025
MALE20,29,cmp_freq,exp,left,1,160,0,1,-,1.1742231999814976
MALE20,30,cmp_freq,exp,left,1,155,0,1,-,1.9104771999991499
MALE20,31,cmp_freq,exp,left,1,155,0,1,-,0.7917462000041269
