PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat
freqMALE20,1,cmp_freq,train,right,0,4000,-,-,-,0.5839498043060303
freqMALE20,1,cmp_freq,train,noans,0,4000,-,-,-,-1.0
freqMALE20,2,cmp_freq,train,left,0,2000,-,-,-,0.5797500610351562
freqMALE20,2,cmp_freq,train,left,1,2000,-,-,-,0.6659011840820312
freqMALE20,3,cmp_freq,train,noans,0,100,-,-,-,-1.0
freqMALE20,3,cmp_freq,train,left,0,100,-,-,-,0.6323850154876709
freqMALE20,3,cmp_freq,exp,noans,0,10,0,-1,0,-1.0
freqMALE20,4,cmp_freq,exp,noans,0,15,0,-1,-,-1.0
freqMALE20,5,cmp_freq,exp,left,1,20,0,-1,-,1.2002830505371094
freqMALE20,6,cmp_freq,exp,left,1,20,0,-1,-,0.6497938632965088
