PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.1645770072937012
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.973573923110962
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.6588149070739746
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.985520839691162
qwe_MALE_20,1,cmp_freq,train,right,1,300,-,-,-,1.0592319965362549
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.4149820804595947
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,0.9486041069030762
qwe_MALE_20,1,cmp_freq,train,right,1,300,-,-,-,2.219748020172119
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.5629639625549316
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.8422620296478271
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.0507819652557373
qwe_MALE_20,1,cmp_freq,train,left,0,300,-,-,-,1.6398069858551025
qwe_MALE_20,1,cmp_freq,train,right,1,300,-,-,-,1.0931599140167236
qwe_MALE_20,1,cmp_freq,train,left,0,300,-,-,-,2.0243561267852783
qwe_MALE_20,1,cmp_freq,train,right,1,300,-,-,-,1.2178950309753418
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,0.8203389644622803
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,0.8130369186401367
qwe_MALE_20,1,cmp_freq,train,right,1,300,-,-,-,0.53997802734375
qwe_MALE_20,1,cmp_freq,train,left,0,300,-,-,-,1.0743021965026855
qwe_MALE_20,1,cmp_freq,train,right,1,300,-,-,-,0.6279339790344238
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,0.777677059173584
qwe_MALE_20,1,cmp_freq,train,right,1,300,-,-,-,3.015667200088501
qwe_MALE_20,1,cmp_freq,train,left,0,300,-,-,-,0.8223819732666016
qwe_MALE_20,1,cmp_freq,train,left,1,300,-,-,-,1.2990059852600098
