4.8558 	INFO 	Screen res set as: 1920x1080
27.5285 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([0.00392157, 0.00392157, 0.00392157]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=20.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Poprawna odpowiedź', units='pix', win=Window(...), wrapWidth=500)
27.5311 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([0.00392157, 0.00392157, 0.00392157]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=20.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Odpowiedź niepoprawna', units='pix', win=Window(...), wrapWidth=500)
27.5337 	EXP 	Created unnamed TextStim = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([0.00392157, 0.00392157, 0.00392157]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=20.0, italic=False, languageStyle='LTR', name='unnamed TextStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Nie udzieliłeś/aś odpowiedzi', units='pix', win=Window(...), wrapWidth=500)
27.5354 	INFO 	Time1: 0.5, Time2:0.2.
27.5354 	INFO 	TrialType: cmp_dur
27.5354 	INFO 	Standard is ffirst and higher
30.1010 	DATA 	Keypress: f7
30.1323 	DATA 	Keypress: f7
30.3396 	DATA 	Keypress: f7
30.5316 	DATA 	Keypress: f7
30.7396 	DATA 	Keypress: f7
30.9476 	DATA 	Keypress: f7
31.2996 	DATA 	Keypress: f7
31.5236 	DATA 	Keypress: f7
31.6996 	DATA 	Keypress: f7
31.8756 	DATA 	Keypress: f7
32.0996 	DATA 	Keypress: f7
32.2756 	DATA 	Keypress: f7
32.4676 	DATA 	Keypress: f7
32.6756 	DATA 	Keypress: f7
32.8837 	DATA 	Keypress: f7
33.0917 	DATA 	Keypress: f7
33.2676 	DATA 	Keypress: f7
33.4436 	DATA 	Keypress: f7
33.8436 	DATA 	Keypress: left
34.8673 	DATA 	Keypress: f7
34.8675 	DATA 	Keypress: f7
34.8677 	DATA 	Keypress: f7
34.8679 	DATA 	Keypress: f7
34.8743 	CRITICAL 	Experiment finished by user! f7 pressed.
34.9598 	EXP 	window1: mouseVisible = True
