PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat
MALE20,1,Volume,0,left,0,40,-,-,-,1.7192058563232422
MALE20,1,Volume,0,left,0,40,-,-,-,1.6779911518096924
MALE20,2,Volume,0,n,-1,20,-,-,-,-1.0
MALE20,2,Volume,0,right,0,20,-,-,-,0.7801580429077148
MALE20,3,Volume,0,right,0,10,-,-,-,0.20584607124328613
MALE20,3,Volume,0,right,1,10,-,-,-,0.47702813148498535
MALE20,3,Volume,1,right,1,10,0,0,0,0.13351202011108398
MALE20,4,Volume,1,right,0,10,0,-1,-,0.12502312660217285
MALE20,5,Volume,1,right,1,15,0,-1,-,0.09349799156188965
MALE20,6,Volume,1,right,1,15,0,-1,-,0.14131402969360352
MALE20,7,Volume,1,right,1,15,1,1,1,0.07564210891723633
MALE20,8,Volume,1,right,0,10,1,-1,2,0.15683817863464355
