PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat
MALE20,1,Volume,0,left,1,40,-,-,-,1.9759809970855713
MALE20,1,Volume,0,right,1,40,-,-,-,0.7826521396636963
MALE20,2,Volume,0,left,1,20,-,-,-,0.9767551422119141
MALE20,2,Volume,0,left,1,20,-,-,-,0.8007349967956543
MALE20,3,Volume,0,left,1,10,-,-,-,0.7682709693908691
MALE20,3,Volume,0,right,0,10,-,-,-,1.5679900646209717
MALE20,3,Volume,1,right,1,10,0,0,0,0.709820032119751
MALE20,4,Volume,1,left,1,10,0,0,-,0.49785709381103516
MALE20,5,Volume,1,left,1,10,0,1,-,0.5905489921569824
MALE20,6,Volume,1,right,1,5,0,1,-,1.153343915939331
MALE20,7,Volume,1,right,1,5,0,1,-,0.5295169353485107
MALE20,8,Volume,1,right,0,5,1,-1,1,1.1214570999145508
MALE20,9,Volume,1,right,1,10,0,-1,-,0.7423892021179199
MALE20,10,Volume,1,left,1,10,0,-1,-,0.9135630130767822
MALE20,11,Volume,1,right,1,10,1,1,2,0.641901969909668
