PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat,Standard_first,Standard_higher
ftftyfty'=_MALE_20,1,cmp_dur,train,right,1,300,-,-,-,2.5043680667877197,True,False
