PART_ID,Trial,Proc_version,Exp,Key,Corr,SOA,Reversal,Level,Rev_count,Lat,Standard_first,Standard_higher
huhiug_MALE_20,1,cmp_dur,train,left,1,300,-,-,-,0.9757671356201172,True,True
huhiug_MALE_20,1,cmp_dur,train,left,1,300,-,-,-,2.476332187652588,True,True
